,artist,song,lyrics
143,The Beatles,Kansa City,"Ah Kansas City  
Going to get my baby back home  
I'm going to Kansas City  
Going to get my baby back home  
Well its a long long time too  
My baby's been gone  
  
Ah, Kansas City  
Going get my baby one time  
I'm going to Kansas City  
Going get my baby one time  
Its a just a 1-2-3-4,  
5-6-7-8-9  
  
Hey hey hey hey  
(hey hey hey hey)  
Hey, baby  
(hey, baby)  
Ooh now girl  
(yeah, yeah)  
I said yeah now, huh  
(girl, girl)  
Now now now now tell me baby  
What's been wrong with you  
  
Hey hey hey hey  
(hey hey hey hey)  
Hey now baby  
(hey baby)  
Ooh now girl  
(yeah, yeah)  
I said yeah now, huh  
(girl, girl)  
Now now now now tell me baby  
What's been wrong with you  
  
I said bye  
(bye bye bye bye)  
Bye bye baby bye bye  
(bye bye bye bye)  
So long  
(so long so long)  
Bye bye baby I'm gone  
(bye bye bye bye)  
I said bye bye baby  
Bye, bye, bye, bye  
  
Bye now bye  
(bye bye bye bye)  
Bye now baby bye  
(bye bye bye bye)

"
144,The Beatles,Keep Your Hands Off My Baby,"We've been friends for oh, so long  
I let you share what's mine  
But when you mess with the boy I love  
It's time to draw the line  
Keep your hands (keep your hands) off my bay-ee-a-by  
I ain't gonna tell you but-a one more time  
Oh, keep your hands (keep your hands) off my bay-ee-a-by  
Girl, you get it through your head  
That boy is mine  
I don't mind when you lend my clothes  
My jewelry and such  
But, honey, let's get something straight  
There's one thing you don't touch  
Keep your hands (keep your hands) off my baby  
Girl, you get it through your head  
That boy is mine  
Keep your hands (keep your hands) off my bay-ee-a-by  
I ain't gonna tell you but-a one more time  
Oh, keep your hands (keep your hands) off my bay-ee-a-by  
Girl, you get it through your head  
That boy is mine  
(Keep your hands)  
Oh, keep your hands (off my) off my baby (bay-ee-a-by )  
I ain't gonna tell you twice  
(Keep your hands off my)  
He's mine (bay-ee-a-by)  
Yay, yay, yeah, he's mine  
(Keep your hands off my)  
You better watch yourself, now (bay-ee-a-by)  

"
145,The Beatles,"Komm, Gib Mir Deine Hand","Oh, komm doch, komm zu mir  
Do nimmst mir den verstand  
Oh, komm doch, komm zu mir  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
  
Oh, do bist so schon  
Schon wie ein diamant  
Ich will mit dir gehen  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
  
In deinen armen bin ich glucklich und froh  
Das war noch nie bei einer anderen  
Einmal so  
Einmal so  
Einmal so  
  
Oh, komm doch, komm zu mir  
Do nimmst mir den verstand  
Oh, komm doch, komm zu mir  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
  
In deinen armen bin ich glucklich und froh  
Das war noch nie bei einer anderen  
Einmal so  
Einmal so  
Einmal so  
  
Oh, do bist so schon  
Schon wie ein diamant  
Ich will mit dir gehen  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
Komm, gib mir deine hand  
Komm, gib mir deine hand

"
146,The Beatles,Lady Madonna,"Lady Madonna, children at your feet  
Wonder how you manage to make ends meet  
Who find the money when you pay the rent  
Did you think that money was heaven sent  
  
Friday night arrives without a suitcase  
Sunday morning creeping like a nun  
Monday's child has learned to tie his bootlace  
See how they run  
  
Lady Madonna, baby at your breast  
Wonders how you manage to feed the rest  
Pa pa pa pa,  
See how they run  
  
Lady Madonna lying on the bed  
Listen to the music playing in your head  
  
Tuesday afternoon is never ending  
Wednesday morning papers didn't come  
Thursday night you stocking needed mending  
See how they run  
  
Lady Madonna, children at your feet  
Wonder how you manage to make ends meet

"
147,The Beatles,Lend Me Your Comb,"Lend me your comb  
It's time to go home  
I got to go past  
My hair is a mess  
  
Your mammie will scold  
Your pappie will shout  
Unless we come in  
The way we went out  
  
Kissing you was fun honey  
But thanks for the date  
But I must come to run honey  
But you know baby it's getting late  
  
Just wait till I say  
My darling  
Lend me your comb  
We got to go home  
Kissing you was fun honey  
  
But thanks for the date  
But I must come to run, honey  
But sugar, it's getting late  
  
Just wait till I  
Say, my darling  
Lend me your comb  
We got to go home

"
148,The Beatles,Let It Be,"When I find myself in times of trouble, Mother Mary comes to me  
Speaking words of wisdom, let it be  
And in my hour of darkness she is standing right in front of me  
Speaking words of wisdom, let it be  
Let it be, let it be, let it be, let it be  
Whisper words of wisdom, let it be  
  
And when the broken hearted people living in the world agree  
There will be an answer, let it be  
For though they may be parted, there is still a chance that they will see  
There will be an answer, let it be  
Let it be, let it be, let it be, let it be  
There will be an answer, let it be  
Let it be, let it be, let it be, let it be  
Whisper words of wisdom, let it be  
Let it be, let it be, let it be, let it be  
Whisper words of wisdom, let it be  
  
And when the night is cloudy there is still a light that shines on me  
Shine until tomorrow, let it be  
I wake up to the sound of music, Mother Mary comes to me  
Speaking words of wisdom, let it be  
Let it be, let it be, let it be, yeah, let it be  
There will be an answer, let it be  
Let it be, let it be, let it be, yeah, let it be  
Whisper words of wisdom, let it be

"
149,The Beatles,Like Dreamers Do,"I, I saw a girl in my dreams  
And so it seems  
That I will love her  
Oh you, you are that girl  
In my dreams  
And so it seems  
That I will love you  
  
And I waited for your kiss  
Waited for the bliss  
Like dreamers do  
  
And I, I, I, I  
Oh I'll be there, yeah  
Waiting for you, you, you, you, you  
You, you came just one dream ago  
And now I know that I will love you  
I knew when you first said hello  
That's how I know  
That I will love you  
  
And I, I, I waited for your kiss  
Waited for the bliss  
Like dreamers do  
  
And I, I, I, I  
Oh I'll be there, yeah  
Waiting for you, you, you, you, you  
You, you came just one dream ago  
And now I know that I will love you  
Oh I knew when you first said hello  
That's how I know  
That I will love you  
  
And I waited for your kiss  
Waited for the bliss  
Like dreamers do  
Oh, like dreamers do  
Like dreamers do

"
150,The Beatles,Long Tall Sally,"I'm gonna tell Aunt Mary 'bout Uncle John  
He said he had the misery but he got a lot of fun  
Baby, yeah now baby  
Woo baby, some fun tonight  
  
I saw Uncle John with Long Tall Sally  
He saw Aunt Mary comin' and he ducked back in the alley  
Oh, baby, yeah now baby  
Woo baby, some fun tonight  
  
Well Long Tall Sally's built pretty sweet  
She got everything that Uncle John need  
Baby, yeah now baby  
Woo baby, some fun tonight  
  
Well, we're gonna have some fun tonight  
Have some fun tonight  
Everything's all right  
Have some fun tonight  
Have some fun  
Yeah, yeah, yeah,  
We're gonna have some fun tonight  
Have some fun tonight  
Everything's all right  
Have some fun tonight  
Yeah, we'll have some fun  
Some fun tonight

"
151,The Beatles,Los Paranoias,"Joe Praries and the prarie walliflowers  
Los Paranoias  
Los paranoias invites you to (I can't make it)  
To just enjoy us (I can't make it)  
Come on you can do it baby  
Come on and join los paranoias  
Just enjoy us  
Los paranoias  
Oh! los paranoias  
Come on and join us  
Los paranoias  
Come on enjoy us  
Well! los paranoias  
We're here to sing for you  
And whenever you want us to  
We will sing a little song for you  
Los paranoias...

"
152,The Beatles,Love Me Do,"Love, love me do.  
You know I love you,  
I'll always be true,  
So please, love me do.  
Whoa, love me do.  
  
Love, love me do.  
You know I love you,  
I'll always be true,  
So please, love me do.  
Whoa, love me do.  
  
Someone to love,  
Somebody new.  
Someone to love,  
Someone like you.  
  
Love, love me do.  
You know I love you,  
I'll always be true,  
So please, love me do.  
Whoa, love me do.  
  
Love, love me do.  
You know I love you,  
I'll always be true,  
So please, love me do.  
Whoa, love me do.  
Yeah, love me do.  
Whoa, oh, love me do.

"
153,The Beatles,Love Of The Loved,"Each time I look into your eyes  
I see that there a heaven lies  
And as I look  
I see the love of the loved.  
  
Someday they'll see that from the start  
My place has been deep in your heart.  
And in your heart  
I see the love of the loved.  
  
Though I said it all before  
I will say it more and more,  
Now that I'm really sure  
You love me.  
  
And I know that from today  
I'll see it in the way  
That you look at me  
And say ah you love me.  
  
So let it rain, I'll never care?  
Deep in your heart, I'd still be there.  
And when I'm there  
I see the love of the loved.  
  
Though I said it all before  
I will say it more and more,  
Now that I'm really sure  
You love me.  
  
And I know that from today  
I'll see it in the way  
That you look at me  
And say ah you love me.  
  
So let it rain, I'll never I care?  
Deep in your heart, I'd still be there.  
And when I'm there  
  
I see the love of the loved.  
I see the love of the loved.  
I see the love of the loved.

"
154,The Beatles,Love These Goon Shows!,"[Speech]  
  
Lee Peters: But now, John has his work cut out on the next one, as he takes
his guitar on and off his neck and pulls the harmonica in and out of his face.  
John: Harp. It's a harp.  
Lee: What? Harp?  
John: The harp. 'Cause I'm playing the harp on this one.  
Lee: Playing the harp?  
John: Harmonica I play on ""Love Me Do,"" harp, on this one, little goes in the
orang.  
Lee: But it goes in and out? Do you wanna do this announcement? Well, go on,
you go ahead, no, it's all right. Tell them. Tell them about the next song.  
John: Oh, er, we'd like to carry on with Chuck Berry's ""I Gotta Find My Baby.""
Don't know where she's been, pardon, hello? Love these goon shows

"
155,The Beatles,Love You To,"Each day just goes so fast  
I turn around, it's past  
You don't get time to hang a sign on me  
  
Love me while you can  
Or I'll get a plan  
  
A lifetime is so short  
A new one can't be bought  
But what you've got means such a lot to me  
  
Make love all day long  
Make love singing songs  
  
Make love all day long  
Make love singing songs  
  
There's people standing round  
Who screw you in the ground  
They'll fill you in with all the things you see  
  
I'll make love to you  
If you want me to

"
156,The Beatles,Lovely Rita,"Lovely Rita meter maid,  
Nothing can come between us,  
When it gets dark I tow your heart away.  
  
Standing by a parking meter,  
When I caught a glimpse of Rita,  
Filling in a ticket in her little white book.  
In a cap she looked much older,  
And the bag across her shoulder  
Made her look a little like a military man.  
  
Lovely Rita meter maid,  
May I inquire discreetly,  
When are you free to take some tea with me.  
Took her out and tried to win her,  
Had a laugh and over dinner,  
Told her I would really like to see her again  
  
Got the bill and Rita paid it,  
Took her home I nearly made it,  
Sitting on the sofa with a sister or two.  
  
Oh, lovely Rita meter maid,  
Where would I be without you,  
Give us a wink and make me think of you

"
157,The Beatles,Lucy In The Sky With Diamonds,"Picture yourself in a boat on a river  
With tangerine trees and marmalade skies  
Somebody calls you, you answer quite slowly  
A girl with kaleidoscope eyes  
  
Cellophane flowers of yellow and green  
Towering over your head  
Look for the girl with the sun in her eyes  
And she's gone  
  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Ah  
  
Follow her down to a bridge by a fountain  
Where rocking horse people eat marshmallow pies  
Everyone smiles as you drift past the flowers  
That grow so incredibly high  
  
Newspaper taxis appear on the shore  
Waiting to take you away  
Climb in the back with your head in the clouds  
And you're gone  
  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Ah  
  
Picture yourself on a train in a station  
With plasticine porters with looking glass ties  
Suddenly someone is there at the turnstile  
The girl with the kaleidoscope eyes  
  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Ah  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Ah  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds  
Lucy in the sky with diamonds

"
158,The Beatles,Magical Mystery Tour,"Roll up roll up for the Mystery Tour  
Roll up roll up for the Mystery Tour  
  
Roll up  
That's an invitation  
Roll up for the Mystery Tour  
Roll up  
To make a reservation  
Roll up for the Mystery Tour  
  
The Magical Mystery Tour  
Is waiting to take you away  
Waiting to take you away  
  
Roll up  
Roll up for the Mystery Tour  
Roll up  
Roll up for the Mystery Tour  
  
Roll up  
They've got everything you need  
Roll up for the Mystery Tour  
Roll up  
Satisfaction guaranteed  
Roll up for the Mystery Tour  
  
The Magical Mystery Tour is hoping to take you away  
Hoping to take you away  
  
The Mystery Tour  
  
Ah  
  
The Magical Mystery Tour  
Roll up  
Roll up for the Mystery Tour  
  
Roll up  
That's an invitation  
Roll up for the Mystery Tour  
Roll up  
To make a reservation  
Roll up for the Mystery Tour  
  
The Magical Mystery Tour  
Is coming to take you away  
Coming to take you away  
  
The Magical Mystery Tour  
Is dying to take you away  
Dying to take you away  
Take you today

"
159,The Beatles,"Martha, My Dear","Martha, my dear  
Though I spend my days in conversation, please  
Remember me  
Martha, my love  
Don't forget me  
Martha, my dear  
  
Hold your head up, you silly girl  
Look what you've done  
When you find yourself in the thick of it  
Help yourself to a bit of what is all around you  
Silly girl  
  
Take a good look around you  
Take a good look you're bound to see  
That you and me were meant to be  
With each other  
Silly girl  
  
Hold you're hand out, you silly girl  
See what you've done  
When you find yourself in the thick of it  
Help yourself to a bit of what is all around you  
Silly girl  
  
Martha, my dear  
You have always been my inspiration  
Please, be good to me  
Martha, my love  
Don't forget me  
Martha, my dear.

"
160,The Beatles,Matchbox,"I said I'm sitting here watching  
Matchbox hole in my clothes  
I said I'm sitting here wondering  
Matchbox hole in my clothes  
I ain't got no matches  
But I sure got a long way to go  
  
I'm an old poor boy  
I'm a long way from home  
I'm an old poor boy  
And I'm a long way from home  
I've never been happy  
'Cause everything I ever did was wrong  
  
Well, if you don't want my peaches  
Honey please don't shake my tree  
If you don't want any of those peaches  
Honey, please don't mess around my tree  
I've got news for you baby  
Leave me here in misery, all right!  
  
Well let me be your little dog  
Till your big dog comes  
Let me be your little dog  
Till your big dog comes  
And when your big dog gets here  
Watch how your puppy dog runs  
  
Well I said I'm sitting here watching  
Matchbox hole in my clothes  
I said I'm sitting here wondering  
Matchbox hole in my clothes  
I ain't got no matches  
But I sure got a long way to go

"
161,The Beatles,Mean Mr. Mustard,"Mean Mister Mustard sleeps in the park  
Shaves in the dark trying to save paper  
Sleeps in a hole in the road  
Saving up to buy some clothes  
Keeps a ten-bob note up his nose  
Such a mean old man  
Such a mean old man  
  
His sister Pam works in a shop  
She never stops, she's a go-getter  
Takes him out to look at the queen  
Only place that he's ever been  
Always shouts out something obscene  
Such a dirty old man  
Dirty old man

"
162,The Beatles,"Memphis, Tenessee","Long distance information  
Give me Memphis, Tennessee  
Try to find the party  
Trying to get in touch with me  
She would not leave her number  
But I know who placed the call  
Cos my uncle took the message  
And he wrote it on the wall  
  
Help me, information  
Get in touch with my Marie  
She's the only one who'd phone me here  
From Memphis, Tennessee  
Her home is on the south side  
Just beyond the ridge  
Just a half a mile  
From the Mississippi Bridge  
  
Help me, information  
More than that I cannot add  
Only that I miss her  
And all the fun we had  
We were pulled apart  
Because her mom would not agree  
Help me get in touch with her  
In Memphis, Tennessee  
  
The last time I saw Marie  
She was waving me goodbye  
With hurry homedrops on her cheek  
That trickled from her eyes  
Marie is only six years old  
Information please  
Help me get in touch with her  
In Memphis, Tennessee

"
163,The Beatles,Michelle,"Michelle, ma belle  
These are words that go together well  
My Michelle  
Michelle, ma belle  
Sont les mots qui vont tres bien ensemble  
Tres bien ensemble  
I love you, I love you, I love you  
That's all I want to say  
Until I find a way  
I will say the only words I know that you'll understand  
  
Michelle, ma belle  
Sont les mots qui vont tres bien ensemble  
Tres bien ensemble  
I need to, I need to, I need to  
I need to make you see  
Oh, what you mean to me  
Until I do, I'm hoping you will know what I mean  
I love you...  
  
I want you, I want you, I want you  
I think you know by now  
I'll get to you somehow  
Until I do, I'm telling you so you'll understand  
Michelle, ma belle  
Sont les mots qui vont tres bien ensemble  
Tres bien ensemble  
And I will say the only words I know that you'll understand  
My Michelle

"
164,The Beatles,Money,"The best things in life are free  
But you can tell me 'bout the birds and bees.  
Now gimme money that's what I want  
That's what I want that's what I want  
That's what I want, ye-ye-yeh,  
That's what I want.  
  
Money don't get everything it's true.  
What it don't get I can't use.  
So gimme money that's what I want  
A little money that's what I want  
That's what I want, ye-ye-yeh,  
That's what I want.  
  
Yeh gimme money that's what I want  
A little money that's what I want  
That's what I want that's what I want  
So gimme money that's what I want  
That's what I want, ye-ye-yeh,  
That's what I want.  
  
Your lovin' give me a thrill  
But your lovin' don't pay my bill.  
Now gimme money that's what I want  
That's what I want that's what I want  
That's what I want, ye-ye-yeh,  
That's what I want.  
  
Money don't get everything it's true.  
What it don't get I can't use.  
So gimme money that's what I want  
A little money that's what I want  
That's what I want, ye-ye-yeh,  
That's what I want.  
  
Yeh gimme money that's what I want  
A little money that's what I want  
That's what I want that's what I want  
So gimme money that's what I want  
That's what I want, ye-ye-yeh,  
That's what I want.

"
165,The Beatles,Mr. Moonlight,"Mister Moonlight  
You came to me one summer night  
And from your beam you made my dream  
And from the world you sent my girl  
And from above you sent us love  
And now she is mine, I think you're fine  
'Cause we love you Mister Moonlight  
  
Mister Moonlight come again please  
Here I am on my knees begging if you please  
And the night you don't come my way  
I pray and pray more each day  
'Cause we love you Mister Moonlight  
  
And the night you don't come my way  
I pray and pray more each day  
'Cause we love you Mister Moonlight  
  
Mister Moonlight come again please  
Here I am on my knees begging if you please  
And the night you don't come my way  
I pray and pray more each day  
'Cause we love you Mister Moonlight  
Mister Moonlight

"
166,The Beatles,Mrs. Robinson,"and here's to you Mrs. Robinson  
jesus loves you more than you will know wuwuwu  
god bless you please Mrs. Robinson  
heaven holds a place for those who pray  
hey hey hey...hey hey hey  
  
we like to know a little bit about you for our files  
we like to help you learn to help yourself  
look around youu all you see are sympathetic lies  
stroll around the grounds until you feel at home  
  
and here's to you Mrs. Robinson  
jesus loves you more than you will know wuwuwu  
god bless you please Mrs. Robinson  
heaven holds a place for those who pray  
hey hey hey...hey hey hey  
  
Hide it in a hiding place where no one ever goes  
Put it in your pantry with your cupcakes  
It's a little secret, just the Robinsons' affair  
Most of all, you've got to hide it from the kids  
  
Coo, coo, ca-choo, Mrs Robinson  
Jesus loves you more than you will know (Wo, wo, wo)  
God bless you please, Mrs. Robinson  
Heaven holds a place for those who pray  
(Hey, hey, hey...hey, hey, hey)  
  
sitting on a sofa on a sunday afternoon  
Going to the candidates debate  
Laugh about it, shout about it  
When you've got to choose  
Ev'ry way you look at it, you lose  
  
where have you gone Joe Damajiou  
A nation turns its lonely eyes to you wuwuwu  
what's that you say  
Mrs. robinson  
Joe Damajiou has long left and gone away  
hey hey hey hey hey hey

"
167,The Beatles,My Bonnie,"My Bonnie lies over the ocean,  
My Bonnie lies over the sea.  
My Bonnie lies over the ocean.  
Oh bring back my Bonnie to me.  
  
My Bonnie lies over the ocean,  
My Bonnie lies over the sea.  
Well my Bonnie lies over the ocean.  
Yeah bring back my Bonnie to me.  
  
Yeah bring back, ah bring back,  
Oh bring back my Bonnie to me to me.  
Oh bring back, oh bring back,  
Oh bring back my Bonnie to me.  
  
Well my Bonnie lies over the ocean,  
My Bonnie lies over the sea.  
Yeah my Bonnie lies over the ocean.  
Oh I said bring back my Bonnie to me.  
  
Yeah bring back, ah bring back,  
Oh bring back my Bonnie to me to me.  
Oh bring back, ah bring back,  
Oh bring back my Bonnie to me.

"
168,The Beatles,No Reply,"This happened once before  
When I came to your door  
No reply  
They said it wasn't you  
But I saw you peep through  
Your window  
I saw the light  
I saw the light  
I know that you saw me  
'Cause I looked up to see  
Your face  
  
I tried to telephone  
They said you were not home  
That's a lie  
'Cause I know where you've been  
And I saw you walk in  
Your door  
I nearly died  
I nearly died  
'Cause you walked hand in hand  
With another man  
In my place  
  
If I were you, I'd realize that I  
Love you more than any other guy  
And I'll forgive the lies that I  
Heard before, when you gave me no reply  
  
I tried to telephone  
They said you were not home  
That's a lie  
'Cause I know where you've been  
And I saw you walk in  
Your door  
I nearly died  
I nearly died  
'Cause you walked hand in hand  
With another man  
In my place  
No reply  
No reply

"
169,The Beatles,Norwegian Wood,"I once had a girl, or should I say, she once had me...  
She showed me her room, isn't it good, norwegian wood?  
  
She asked me to stay and she told me to sit anywhere,  
So I looked around and I noticed there wasn't a chair.  
  
I sat on a rug, biding my time, drinking her wine  
We talked until two and then she said, ""It's time for bed""  
  
She told me she worked in the morning and started to laugh.  
I told her I didn't and crawled off to sleep in the bath  
  
And when I awoke, I was alone, this bird had flown  
So I lit a fire, isn't it good, norwegian wood?

"
170,The Beatles,Not A Second Time,"You know you made me cry  
I see no use in wondering why  
I cry for you  
  
And now you've changed your mind  
I see no reason to change mine  
I cry it's through, oh  
  
You're giving me the same old line  
I'm wondering why  
You hurt me then  
You're back again  
No, no, no, not a second time  
  
You know you made me cry  
I see no use in wondering why  
I cry for you, yea  
  
And now you've changed your mind  
I see no reason to change mine  
I cry it's through, oh  
  
You're giving me the same old line  
I'm wondering why  
You hurt me then  
You're back again  
No, no, no, not a second time  
Not a second time  
Not the second time  
No, no, no, no, no  
No, no no

"
171,The Beatles,Not Guilty,"Not guilty  
For getting in your way  
While you're trying to steal the day.  
Not guilty  
And I'm not here for the rest,  
I'm not trying to steal your vest.  
  
I am not trying to be smart,  
I only want what I can get.  
I'm really sorry for your ageing head.  
But like you heard me said:  
Not guilty.  
  
No use handing me a writ  
While I'm trying to do my bit.  
  
I don't expect to take your heart.  
I only want what I can get.  
I'm really sorry that you're underfed.  
But like you heard me said:  
Not guilty.  
  
Not guilty  
For looking like a freak,  
Making friends with every Sikh.  
Not guilty  
For leading you astray  
On the road to Mandalay.  
  
I won't upset the apple cart.  
I only want what I can get.  
I'm really sorry that you've been misled.  
But like you heard me said:  
Not guilty.

"
172,The Beatles,Nothin' Shakin',"I tried to find out  
What love is all about,  
And every day  
It sure lets out.  
I see my baby  
I get week in my knees.  
There's nothing shaking  
But the leaves on the trees.  
My pappie told me  
There'd be times like these.  
There's nothing shaking  
But the leaves on the trees.  
  
We meet the gang  
And go to rocking Joes.  
The cats are something  
On the heels and toes.  
I grab my baby,  
Tried to give her a squeeze.  
There's nothing shaking  
But the leaves on the trees.  
Why must she be  
Such a doggone tease?  
There's nothing shaking  
But the leaves on the trees.  
  
She's got a way  
That makes me act like a fool.  
Spent my money,  
Then she plays me cool.  
I beg her for kisses  
On my bended knees.  
Oh won't you give me  
Some loving, baby,  
Please please please.  
  
Though I keep trying hard  
To make her mine,  
One day the wind will blow  
And the sun will shine.  
Till that time  
She puts my heart at ease.  
There's nothing shaking  
But the leaves on the trees  
She locked my heart  
And threw away the keys.  
There's nothing shaking  
But the leaves on the trees, yeah.  
  
She's got a way  
That makes me act like a fool.  
Spent my money,  
Then she plays me cool.  
I'm begging her for kisses  
On my bended knees.  
Oh won't you give me  
Some of your loving, baby,  
Please please please.  
  
Though I keep trying hard  
To make her mine,  
One day the wind will blow  
And the sun will shine.  
Till that time  
She puts my heart at ease.  
There's nothing shaking  
But the leaves on the trees  
She locked my heart  
And threw away the keys.  
There's nothing shaking  
But the leaves on the trees  
There's nothing shaking  
But the leaves on the trees  
There's nothing shaking  
But the leaves on the trees  
There's nothing shaking  
But the leaves on the trees

"
173,The Beatles,Nowhere Man,"He's a real nowhere man  
Sitting in his nowhere land  
Making all his nowhere plans for nobody  
  
Doesn't have a point of view  
Knows not where he's going to  
Isn't he a bit like you and me?  
Nowhere man please listen  
You don't know what you're missing  
Nowhere man, The world is at your command  
  
He's as blind as he can be  
Just sees what he wants to see  
Nowhere man, can you see me at all  
Nowhere man don't worry  
Take your time, don't hurry  
Leave it all till somebody else  
Lends you a hand  
Ah, la, la, la, la  
  
Doesn't have a point of view  
Knows not where he's going to  
Isn't he a bit like you and me?  
Nowhere man please listen  
You don't know what you're missing  
Nowhere man, The world is at your command  
Ah, la, la, la, la  
  
He's a real nowhere man  
Sitting in his nowhere land  
Making all his nowhere plans for nobody  
Making all his nowhere plans for nobody  
Making all his nowhere plans for nobody

"
174,The Beatles,"Ob-La-Di, Ob-La-Da","Desmond has a barrow in the marketplace  
Molly is the singer in a band  
Desmond says to Molly girl I like your face  
And Molly says this as she takes him by the hand  
  
[Chorus]  
Ob la di ob la da life goes on bra  
La la how the life goes on  
Ob la di ob la da life goes on bra  
La la how the life goes on  
  
Desmond takes a trolley to the jeweler's store  
Buys a twenty carat golden ring  
Takes it back to Molly waiting at the door  
And as he gives it to her she begins to sing  
  
[Chorus]  
  
In a couple of years they have built  
A home sweet home  
With a couple of kids running in the yard  
Of Desmond and Molly Jones  
  
Happy ever after in the market place  
Desmond lets the children lend a hand  
Molly stays at home and does her pretty face  
And in the evening she still sings it with the band  
  
[Chorus]  
  
In a couple of years they have built  
A home sweet home  
With a couple of kids running in the yard  
Of Desmond and Molly Jones  
  
Happy ever after in the market place  
Molly lets the children lend a hand  
Desmond stays at home and does his pretty face  
And in the evening he's a singer with the band  
  
[Chorus]  
  
And if you want some fun sing ob la di bla da

"
175,The Beatles,Octopus's Garden,"I'd like to be under the sea  
In an octopus' garden in the shade  
He'd let us in, knows where we've been  
In his octopus' garden in the shade  
  
I'd ask my friends to come and see  
An octopus' garden with me  
I'd like to be under the sea  
In an octopus' garden in the shade.  
  
We would be warm below the storm  
In our little hideaway beneath the waves  
Resting our head on the sea bed  
In an octopus' garden near a cave  
  
We would sing and dance around  
Because we know we can't be found  
I'd like to be under the sea  
In an octopus' garden in the shade  
  
We would shout and swim about  
The coral that lies beneath the waves  
(Lies beneath the ocean waves)  
Oh what joy for every girl and boy  
Knowing they're happy and they're safe  
(Happy and they're safe)  
  
We would be so happy you and me  
No one there to tell us what to do  
I'd like to be under the sea  
In an octopus' garden with you.

"
176,The Beatles,Oh! Darling,"Oh! Darling, please believe me  
I'll never do you no harm  
Believe me when I tell you  
I'll never do you no harm  
  
Oh! Darling, if you leave me  
I'll never make it alone  
Believe me when I beg you  
Don't ever leave me alone  
  
When you told me you didn't need me anymore  
Well you know I nearly broke down and cried  
When you told me you didn't need me anymore  
Well you know I nearly broke down and died  
  
Oh! Darling, if you leave me  
I'll never make it alone  
Believe me when I beg you  
I'll never do you no harm, no harm  
  
When you told me you didn't need me anymore  
Well you know I nearly broke down and cried  
When you told me you didn't need me anymore  
Well you know I nearly broke down and cried  
  
Oh! Darling, please believe me  
I'll never let you down  
Believe me when I tell you  
I'll never do you no harm

"
177,The Beatles,Old Brown Shoe,"I want a love that's right but right is only half of what's wrong.  
I want a short haired girl who sometimes wears it twice as long.  
Now I'm stepping out this old brown shoe, baby, I'm in love with you.  
I'm so glad you came here, it won't be the same now, I'm telling you.  
  
You know you pick me up from where some try to drag me down  
And when I see your smile replace every thoughtless frown.  
Got me escaping from this zoo, baby, I'm in love with you.  
I'm so glad you came here, it won't be the same now when I'm with you.  
  
If I grow up I'll be a singer wearing rings on every finger.  
Not worrying what they or you say I'll live and love and maybe someday  
Who knows, baby, you may comfort me.  
I may appear to be imperfect, my love is something you can't reject.  
I'm changing faster than the weather if you and me should get together  
Who knows, baby, you may comfort me.  
  
That love of your, to miss that love is something I'd hate.  
I'll make an early start, I'm making sure that I'm not late.  
For you sweet top lip I'm in the queue, baby, I'm in love with you.  
I'm so glad you came here, it won't be the same now when I'm with you.  
I'm so glad you came here, it won't be the same now when I'm with you.

"
